MoA	cmap_name	inchi_key	pert_id	target
CDK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	FLT3
CDK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	JAK2
CDK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	CDK1
CHK inhibitor	AZD-7762	IAYGCINLNONXHY-GFCCVEGCSA-N	BRD-U86686840	CHEK1
CHK inhibitor	AZD-7762	IAYGCINLNONXHY-GFCCVEGCSA-N	BRD-U86686840	CHEK2
CHK inhibitor	AZD-7762	IAYGCINLNONXHY-GFCCVEGCSA-N	BRD-K46056750	CHEK1
CHK inhibitor	AZD-7762	IAYGCINLNONXHY-GFCCVEGCSA-N	BRD-K46056750	CHEK2
CHK inhibitor	AZD-7762	IAYGCINLNONXHY-LBPRGKRZSA-N	BRD-K86525559	CHEK1
CHK inhibitor	AZD-7762	IAYGCINLNONXHY-LBPRGKRZSA-N	BRD-K86525559	CHEK2
CHK inhibitor	CHIR-124	MOVBBVMDHIRCTG-LJQANCHMSA-N	BRD-K02241333	CHEK1
CHK inhibitor	PF-477736	NDEXUOWTGYUVGA-LJQANCHMSA-N	BRD-K03063480	CHEK1
CHK inhibitor	SB-218078	OTPNDVKVEAIXTI-UHFFFAOYSA-N	BRD-A06352508	CHEK1
CHK inhibitor	SCH-900776	GMIZZEXBPRLVIV-SECBINFHSA-N	BRD-K75009076	CHEK1
CLK inhibitor	BRD-A81377415	ADJWQFUAOONPHD-UHFFFAOYSA-N	BRD-A81377415	CLK1
CLK inhibitor	BRD-A81377415	ADJWQFUAOONPHD-UHFFFAOYSA-N	BRD-A81377415	DYRK1A
CLK inhibitor	BRD-A81377415	ADJWQFUAOONPHD-UHFFFAOYSA-N	BRD-A81377415	CLK4
CLK inhibitor	BRD-A81377415	ADJWQFUAOONPHD-UHFFFAOYSA-N	BRD-A81377415	DYRK1B
CLK inhibitor	BRD-K68783079	LELRIWOVACJYND-UHFFFAOYSA-N	BRD-K68783079	CLK1
CLK inhibitor	BRD-K68783079	LELRIWOVACJYND-UHFFFAOYSA-N	BRD-K68783079	DYRK1A
CLK inhibitor	BRD-K68783079	LELRIWOVACJYND-UHFFFAOYSA-N	BRD-K68783079	CLK4
CLK inhibitor	ML-167	ROCFOIBAEVAOLQ-UHFFFAOYSA-N	BRD-K64835161	CLK1
CLK inhibitor	ML-167	ROCFOIBAEVAOLQ-UHFFFAOYSA-N	BRD-K64835161	DYRK1A
CLK inhibitor	ML-167	ROCFOIBAEVAOLQ-UHFFFAOYSA-N	BRD-K64835161	CLK4
CLK inhibitor	ML-167	ROCFOIBAEVAOLQ-UHFFFAOYSA-N	BRD-K64835161	DYRK1B
CLK inhibitor	TG-003	BGVLELSCIHASRV-QPEQYQDCSA-N	BRD-K97072811	CLK1
CLK inhibitor	TG-003	BGVLELSCIHASRV-QPEQYQDCSA-N	BRD-K97072811	DYRK1A
CLK inhibitor	TG-003	BGVLELSCIHASRV-QPEQYQDCSA-N	BRD-K97072811	CLK4
CLK inhibitor	TG-003	BGVLELSCIHASRV-QPEQYQDCSA-N	BRD-K97072811	DYRK1B
CLK inhibitor	WZ-3105	DGEBYERMQBTMHV-IRJFHVNHSA-N	BRD-K92571446	CLK2
CLK inhibitor	WZ-3105	DGEBYERMQBTMHV-IRJFHVNHSA-N	BRD-K92571446	CSNK1E
CLK inhibitor	WZ-3105	DGEBYERMQBTMHV-IRJFHVNHSA-N	BRD-K92571446	FLT3
CLK inhibitor	WZ-3105	DGEBYERMQBTMHV-IRJFHVNHSA-N	BRD-K92571446	ULK1
DNA inhibitor	megestrol-acetate	RQZAXGRLVPAYTJ-GQFGMJRRSA-N	BRD-K19507340	PGR
DNA inhibitor	carmustine	DLGOEMSEDOSKAD-UHFFFAOYSA-N	BRD-K36234266	GSR
DNA inhibitor	estramustine-phosphate	ADFOJJHRTBFFOF-RBRWEJTLSA-N	BRD-K00077635	ESR1
DNA inhibitor	estramustine-phosphate	ADFOJJHRTBFFOF-RBRWEJTLSA-N	BRD-K00077635	ESR2
DNA inhibitor	estramustine-phosphate	ADFOJJHRTBFFOF-RBRWEJTLSA-N	BRD-K00077635	MAP1A
DNA inhibitor	estramustine-phosphate	ADFOJJHRTBFFOF-RBRWEJTLSA-N	BRD-K00077635	MAP2
DNA inhibitor	megestrol-acetate	RQZAXGRLVPAYTJ-VSUSFZLSSA-N	BRD-A35989968	PGR
DNA inhibitor	metronidazole	VAOCPAMSLUNLGC-UHFFFAOYSA-N	BRD-K52020312	CYP2C9
DNA inhibitor	metronidazole	VAOCPAMSLUNLGC-UHFFFAOYSA-N	BRD-K52020312	CYP3A4
DNA inhibitor	valrubicin	ZOCKGBMQLCSHFP-KQRAQHLDSA-N	BRD-K72951360	TOP2A
GAT inhibitor	CI-966	CMHQDSBIBSKHFP-UHFFFAOYSA-N	BRD-K67680372	SLC6A1
GAT inhibitor	NNC-05-2090	XZZYCJOGZYEPPW-UHFFFAOYSA-N	BRD-K85015012	SLC6A12
GAT inhibitor	NNC-711	NGNALWDRPKNJGR-UHFFFAOYSA-N	BRD-K42221274	SLC6A1
HCV inhibitor	BML-257	LFWGZXMTCUOPFI-UHFFFAOYSA-N	BRD-K32584078	AKT1
HCV inhibitor	ellagic-acid	AFSDNFLWKVMVRB-UHFFFAOYSA-N	BRD-K30466858	CA14
HCV inhibitor	ellagic-acid	AFSDNFLWKVMVRB-UHFFFAOYSA-N	BRD-K30466858	SYK
HCV inhibitor	ellagic-acid	AFSDNFLWKVMVRB-UHFFFAOYSA-N	BRD-K30466858	CA1
HCV inhibitor	ellagic-acid	AFSDNFLWKVMVRB-UHFFFAOYSA-N	BRD-K30466858	CA2
HCV inhibitor	ellagic-acid	AFSDNFLWKVMVRB-UHFFFAOYSA-N	BRD-K30466858	CA4
HCV inhibitor	ellagic-acid	AFSDNFLWKVMVRB-UHFFFAOYSA-N	BRD-K30466858	CA6
HCV inhibitor	ellagic-acid	AFSDNFLWKVMVRB-UHFFFAOYSA-N	BRD-K30466858	CA9
HCV inhibitor	ellagic-acid	AFSDNFLWKVMVRB-UHFFFAOYSA-N	BRD-K30466858	CA12
HCV inhibitor	embelin	FNQDSLSOLMXCMU-UHFFFAOYSA-N	BRD-K86727142	XIAP
HCV inhibitor	simeprevir	JTZZSQYMACOLNN-SNWGISBASA-N	BRD-A68493689	CYP1A2
HCV inhibitor	simeprevir	JTZZSQYMACOLNN-SNWGISBASA-N	BRD-A68493689	CYP3A4
HIF inhibitor	BAY-87-2243	CDJNNOJINJAXPV-UHFFFAOYSA-N	BRD-K70463136	HIF1A
HIF modulator	CAY-10585	CSCOJWVRGOZGPK-UHFFFAOYSA-N	BRD-K88551539	HIF1A
HIF modulator	VU-0418946-1	QNRODODTMXCRKU-UHFFFAOYSA-N	BRD-K44432556	HIF1A
HSP inhibitor	alvespimycin	KUFRQPKVAWMTJO-TYVPZVKISA-N	BRD-K23499943	HSP90AA1
HSP inhibitor	alvespimycin	KUFRQPKVAWMTJO-LMZWQJSESA-N	BRD-K83988098	HSP90AA1
HSP inhibitor	alvespimycin	KUFRQPKVAWMTJO-UBRRALEVSA-N	BRD-A06304526	HSP90AA1
HSP inhibitor	BIIB-021	QULDDKSCVCJTPV-UHFFFAOYSA-N	BRD-K51967704	HSP90AA1
HSP inhibitor	ganetespib	RVAQIUULWULRNW-UHFFFAOYSA-N	BRD-K38852836	HSP90AA1
HSP inhibitor	gedunin	VOKBOMKQXKLQSI-UMZYLEKASA-N	BRD-A17819071	HSP90AA1
HSP inhibitor	geldanamycin	QTQAWLPCGQOSGP-KSRBKZBZSA-N	BRD-K11528507	HSP90AA1
HSP inhibitor	geldanamycin	QTQAWLPCGQOSGP-VDYWNIEOSA-N	BRD-A19500257	HSP90AA1
HSP inhibitor	NVP-AUY922	SWDZPNJZKUGIIH-UHFFFAOYSA-N	BRD-K65182930	HSP90AA1
HSP inhibitor	NVP-AUY922	SWDZPNJZKUGIIH-UHFFFAOYSA-N	BRD-K65182930	HSP90AB1
HSP inhibitor	NVP-AUY922	NDAZATDQFDPQBD-UHFFFAOYSA-N	BRD-K41859756	HSP90AA1
HSP inhibitor	NVP-AUY922	NDAZATDQFDPQBD-UHFFFAOYSA-N	BRD-K41859756	HSP90AB1
HSP inhibitor	pifithrin-mu	ZZUZYEMRHCMVTB-UHFFFAOYSA-N	BRD-K96799727	HSPA1A
HSP inhibitor	pifithrin-mu	ZZUZYEMRHCMVTB-UHFFFAOYSA-N	BRD-K96799727	TP53
HSP inhibitor	PU-H71	SUPVGFZUWFMATN-UHFFFAOYSA-N	BRD-K36529613	HSP90AA1
HSP inhibitor	tanespimycin	AYUNIORJHRXIBJ-TXHRRWQRSA-N	BRD-K81473043	HSP90AA1
HSP inhibitor	tanespimycin	AYUNIORJHRXIBJ-ZGQRYRSUSA-N	BRD-A61304759	HSP90AA1
HSP inhibitor	VER-155008	ZXGGCBQORXDVTE-UMCMBGNQSA-N	BRD-K32330832	HSPA1A
HSP inhibitor	gambogic-acid	GEZHEQNLKAOMCA-RRZNCOCZSA-N	BRD-K08542803	BCL2
IKK inhibitor	BMS-345541	PSPFQEBFYXJZEV-UHFFFAOYSA-N	BRD-K13566078	IKBKB
IKK inhibitor	BX-795	VAVXGGRQQJZYBL-UHFFFAOYSA-N	BRD-K47983010	PDK1
IKK inhibitor	BX-795	VAVXGGRQQJZYBL-UHFFFAOYSA-N	BRD-K47983010	PDPK1
IKK inhibitor	guggulsterone	WDXRGPWQVHZTQJ-SXMNTYMYSA-N	BRD-A59808129	NR3C1
IKK inhibitor	guggulsterone	WDXRGPWQVHZTQJ-SXMNTYMYSA-N	BRD-A59808129	AR
IKK inhibitor	guggulsterone	WDXRGPWQVHZTQJ-SXMNTYMYSA-N	BRD-A59808129	NR3C2
IKK inhibitor	guggulsterone	WDXRGPWQVHZTQJ-SXMNTYMYSA-N	BRD-A59808129	PGR
IKK inhibitor	guggulsterone	WDXRGPWQVHZTQJ-SXMNTYMYSA-N	BRD-A59808129	NR1H4
IKK inhibitor	guggulsterone	WDXRGPWQVHZTQJ-UHFFFAOYSA-N	BRD-A86109770	NR3C1
IKK inhibitor	guggulsterone	WDXRGPWQVHZTQJ-UHFFFAOYSA-N	BRD-A86109770	AR
IKK inhibitor	guggulsterone	WDXRGPWQVHZTQJ-UHFFFAOYSA-N	BRD-A86109770	NR3C2
IKK inhibitor	guggulsterone	WDXRGPWQVHZTQJ-UHFFFAOYSA-N	BRD-A86109770	PGR
IKK inhibitor	guggulsterone	WDXRGPWQVHZTQJ-UHFFFAOYSA-N	BRD-A86109770	NR1H4
IKK inhibitor	hypoestoxide	HNPAHGHFONBTLV-UOAZVOCOSA-N	BRD-A51571244	IKBKB
IKK inhibitor	hypoestoxide	HNPAHGHFONBTLV-UOAZVOCOSA-N	BRD-A51571244	IL1B
IKK inhibitor	hypoestoxide	HNPAHGHFONBTLV-UOAZVOCOSA-N	BRD-A51571244	TNF
IKK inhibitor	IKK-16	BWZJBXAPRCVCKQ-UHFFFAOYSA-N	BRD-K14618467	IKBKB
IKK inhibitor	TPCA-1	SAYGKHKXGCPTLX-UHFFFAOYSA-N	BRD-K51575138	IKBKB
IKK inhibitor	withaferin-a	DBRXOUCRJQVYJQ-CKNDUULBSA-N	BRD-K88378636	NAMPT
IKK inhibitor	withaferin-a	DBRXOUCRJQVYJQ-CKNDUULBSA-N	BRD-K88378636	IKBKB
IKK inhibitor	withaferin-a	DBRXOUCRJQVYJQ-MZNHJNIISA-N	BRD-A52193669	NAMPT
IKK inhibitor	withaferin-a	DBRXOUCRJQVYJQ-MZNHJNIISA-N	BRD-A52193669	IKBKB
IL5 inhibitor	YM-90709	HIXSPVQXXDULHS-UHFFFAOYSA-N	BRD-K06712146	IL5RA
JAK inhibitor	AG-490	TUCIOBMMDDOEMM-UHFFFAOYSA-N	BRD-K12357156	JAK2
JAK inhibitor	AG-490	TUCIOBMMDDOEMM-UHFFFAOYSA-N	BRD-K12357156	JAK3
JAK inhibitor	AG-490	TUCIOBMMDDOEMM-RIYZIHGNSA-N	BRD-K47105409	JAK2
JAK inhibitor	AG-490	TUCIOBMMDDOEMM-RIYZIHGNSA-N	BRD-K47105409	JAK3
JAK inhibitor	AT-9283	LOLPPWBBNUVNQZ-UHFFFAOYSA-N	BRD-K24576554	JAK2
JAK inhibitor	AT-9283	LOLPPWBBNUVNQZ-UHFFFAOYSA-N	BRD-K24576554	JAK3
JAK inhibitor	AT-9283	LOLPPWBBNUVNQZ-UHFFFAOYSA-N	BRD-K24576554	AURKA
JAK inhibitor	AT-9283	LOLPPWBBNUVNQZ-UHFFFAOYSA-N	BRD-K24576554	AURKB
JAK inhibitor	AZD-1480	PDOQBOJDRPLBQU-QMMMGPOBSA-N	BRD-K65928735	JAK1
JAK inhibitor	AZD-1480	PDOQBOJDRPLBQU-QMMMGPOBSA-N	BRD-K65928735	JAK2
JAK inhibitor	AZD-1480	PDOQBOJDRPLBQU-UHFFFAOYSA-N	BRD-A29009894	JAK1
JAK inhibitor	AZD-1480	PDOQBOJDRPLBQU-UHFFFAOYSA-N	BRD-A29009894	JAK2
JAK inhibitor	baricitinib	XUZMWHLSFXCVMG-UHFFFAOYSA-N	BRD-K53581288	JAK1
JAK inhibitor	baricitinib	XUZMWHLSFXCVMG-UHFFFAOYSA-N	BRD-K53581288	JAK2
JAK inhibitor	CEP-33779	RFZKSQIFOZZIAQ-UHFFFAOYSA-N	BRD-K37237504	JAK2
JAK inhibitor	filgotinib	RIJLVEAXPNLDTC-UHFFFAOYSA-N	BRD-K16803204	JAK1
JAK inhibitor	filgotinib	RIJLVEAXPNLDTC-UHFFFAOYSA-N	BRD-K16803204	JAK2
JAK inhibitor	lestaurtinib	UIARLYUEJFELEN-DMVVYWCZSA-N	BRD-K23192422	FLT3
JAK inhibitor	lestaurtinib	UIARLYUEJFELEN-DMVVYWCZSA-N	BRD-K23192422	NTRK1
JAK inhibitor	lestaurtinib	UIARLYUEJFELEN-DMVVYWCZSA-N	BRD-A27376179	FLT3
JAK inhibitor	lestaurtinib	UIARLYUEJFELEN-DMVVYWCZSA-N	BRD-A27376179	NTRK1
JAK inhibitor	NVP-BSK805	IBPVXAOOVUAOKJ-UHFFFAOYSA-N	BRD-K02017404	JAK2
JAK inhibitor	pacritinib	HWXVIOGONBBTBY-ONEGZZNKSA-N	BRD-K19034817	FLT3
JAK inhibitor	pacritinib	HWXVIOGONBBTBY-ONEGZZNKSA-N	BRD-K19034817	JAK2
JAK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	CDK2
JAK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	CDK7
JAK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	CDK9
JAK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	FLT3
JAK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	JAK2
JAK inhibitor	TG-02	VXBAJLGYBMTJCY-NSCUHMNNSA-N	BRD-K14560436	CDK1
JAK inhibitor	TG-101209	JVDOKQYTTYUYDV-UHFFFAOYSA-N	BRD-K39841531	JAK2
JAK inhibitor	TG-101209	JVDOKQYTTYUYDV-UHFFFAOYSA-N	BRD-K39841531	JAK3
JAK inhibitor	TG-101348	JOOXLOJCABQBSG-UHFFFAOYSA-N	BRD-K12502280	FLT3
JAK inhibitor	TG-101348	JOOXLOJCABQBSG-UHFFFAOYSA-N	BRD-K12502280	JAK2
JAK inhibitor	tofacitinib	UJLAWZDWDVHWOW-YPMHNXCESA-N	BRD-K31283835	JAK1
JAK inhibitor	tofacitinib	UJLAWZDWDVHWOW-YPMHNXCESA-N	BRD-K31283835	JAK2
JAK inhibitor	tofacitinib	UJLAWZDWDVHWOW-YPMHNXCESA-N	BRD-K31283835	JAK3
JAK inhibitor	tofacitinib	UJLAWZDWDVHWOW-AAEUAGOBSA-N	BRD-K36280065	JAK1
JAK inhibitor	tofacitinib	UJLAWZDWDVHWOW-AAEUAGOBSA-N	BRD-K36280065	JAK2
JAK inhibitor	tofacitinib	UJLAWZDWDVHWOW-AAEUAGOBSA-N	BRD-K36280065	JAK3
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K59369769	FLT3
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K59369769	ABL1
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K59369769	JAK2
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K59369769	BCR
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K59369769	AURKA
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K59369769	AURKC
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K59369769	AURKB
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K87947369	FLT3
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K87947369	ABL1
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K87947369	JAK2
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K87947369	BCR
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K87947369	AURKA
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K87947369	AURKC
JAK inhibitor	tozasertib	GCIKSSRWRFVXBI-UHFFFAOYSA-N	BRD-K87947369	AURKB
JAK inhibitor	WHI-P154	CBIAKDAYHRWZCU-UHFFFAOYSA-N	BRD-K52850071	EGFR
JAK inhibitor	WHI-P154	CBIAKDAYHRWZCU-UHFFFAOYSA-N	BRD-K52850071	JAK3
JAK inhibitor	WHI-P154	CBIAKDAYHRWZCU-UHFFFAOYSA-N	BRD-K07487750	EGFR
JAK inhibitor	WHI-P154	CBIAKDAYHRWZCU-UHFFFAOYSA-N	BRD-K07487750	JAK3
JNK inhibitor	AS-601245	RCYPVQCPYKNSTG-UHFFFAOYSA-N	BRD-A60245366	MAPK8
JNK inhibitor	AS-601245	RCYPVQCPYKNSTG-UHFFFAOYSA-N	BRD-A60245366	MAPK9
JNK inhibitor	AS-601245	RCYPVQCPYKNSTG-UHFFFAOYSA-N	BRD-A60245366	MAPK10
JNK inhibitor	BI-78D3	QFRLDZGQEZCCJZ-UHFFFAOYSA-N	BRD-K73982490	MAPK8
JNK inhibitor	CG-930	IBGLGMOPHJQDJB-ROKHWSDSSA-N	BRD-K76969307	MAPK8
JNK inhibitor	CG-930	IBGLGMOPHJQDJB-MCIONIFRSA-N	BRD-K84085265	MAPK8
JNK inhibitor	JNK-9L	VCUNSUCAAIMDKU-UHFFFAOYSA-N	BRD-K19220233	MAPK8
JNK inhibitor	pyrazolanthrone	ACPOUJIDANTYHO-UHFFFAOYSA-N	BRD-K01567962	MAPK8
JNK inhibitor	pyrazolanthrone	ACPOUJIDANTYHO-UHFFFAOYSA-N	BRD-K01567962	MAPK9
JNK inhibitor	pyrazolanthrone	ACPOUJIDANTYHO-UHFFFAOYSA-N	BRD-K01567962	MAPK10
JNK inhibitor	pyrazolanthrone	ACPOUJIDANTYHO-UHFFFAOYSA-N	BRD-K01567962	TTK
KIT inhibitor	amuvatinib	FOFDIMHVKGYHRU-UHFFFAOYSA-N	BRD-K66538826	FLT3
KIT inhibitor	amuvatinib	FOFDIMHVKGYHRU-UHFFFAOYSA-N	BRD-K66538826	KIT
KIT inhibitor	amuvatinib	FOFDIMHVKGYHRU-UHFFFAOYSA-N	BRD-K66538826	MET
KIT inhibitor	amuvatinib	FOFDIMHVKGYHRU-UHFFFAOYSA-N	BRD-K66538826	PDGFRA
KIT inhibitor	cediranib	XXJWYDDUDKYVKI-UHFFFAOYSA-N	BRD-K86930074	FLT1
KIT inhibitor	cediranib	XXJWYDDUDKYVKI-UHFFFAOYSA-N	BRD-K86930074	FLT4
KIT inhibitor	cediranib	XXJWYDDUDKYVKI-UHFFFAOYSA-N	BRD-K86930074	KDR
KIT inhibitor	cediranib	XXJWYDDUDKYVKI-UHFFFAOYSA-N	BRD-K86930074	KIT
KIT inhibitor	cediranib	XXJWYDDUDKYVKI-UHFFFAOYSA-N	BRD-K86930074	PDGFRB
KIT inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	EPHA2
KIT inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	ABL1
KIT inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	FYN
KIT inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	KIT
KIT inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	LCK
KIT inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	LYN
KIT inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	PDGFRB
KIT inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	BCR
KIT inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	SRC
KIT inhibitor	dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N	BRD-K49328571	YES1
KIT inhibitor	imatinib	KTUFNOKKBVMGRW-UHFFFAOYSA-N	BRD-K92723993	CSF1R
KIT inhibitor	imatinib	KTUFNOKKBVMGRW-UHFFFAOYSA-N	BRD-K92723993	ABL1
KIT inhibitor	imatinib	KTUFNOKKBVMGRW-UHFFFAOYSA-N	BRD-K92723993	KIT
KIT inhibitor	imatinib	KTUFNOKKBVMGRW-UHFFFAOYSA-N	BRD-K92723993	PDGFRA
KIT inhibitor	imatinib	KTUFNOKKBVMGRW-UHFFFAOYSA-N	BRD-K92723993	PDGFRB
KIT inhibitor	imatinib	KTUFNOKKBVMGRW-UHFFFAOYSA-N	BRD-K92723993	BCR
KIT inhibitor	KI-8751	LFKQSJNCVRGFCC-UHFFFAOYSA-N	BRD-K47150025	KDR
KIT inhibitor	lenvatinib	WOSKHXYHFSIKNG-UHFFFAOYSA-N	BRD-K39974922	FGFR1
KIT inhibitor	lenvatinib	WOSKHXYHFSIKNG-UHFFFAOYSA-N	BRD-K39974922	FLT1
KIT inhibitor	lenvatinib	WOSKHXYHFSIKNG-UHFFFAOYSA-N	BRD-K39974922	FLT4
KIT inhibitor	lenvatinib	WOSKHXYHFSIKNG-UHFFFAOYSA-N	BRD-K39974922	KDR
KIT inhibitor	lenvatinib	WOSKHXYHFSIKNG-UHFFFAOYSA-N	BRD-K39974922	KIT
KIT inhibitor	masitinib	WJEOLQLKVOPQFV-UHFFFAOYSA-N	BRD-K71035033	FGFR3
KIT inhibitor	masitinib	WJEOLQLKVOPQFV-UHFFFAOYSA-N	BRD-K71035033	KIT
KIT inhibitor	masitinib	WJEOLQLKVOPQFV-UHFFFAOYSA-N	BRD-K71035033	LYN
KIT inhibitor	masitinib	WJEOLQLKVOPQFV-UHFFFAOYSA-N	BRD-K71035033	PDGFRA
KIT inhibitor	masitinib	WJEOLQLKVOPQFV-UHFFFAOYSA-N	BRD-K71035033	PDGFRB
KIT inhibitor	midostaurin	BMGQWWVMWDBQGC-IIFHNQTCSA-N	BRD-K13646352	FLT3
KIT inhibitor	midostaurin	BMGQWWVMWDBQGC-IIFHNQTCSA-N	BRD-K13646352	KIT
KIT inhibitor	motesanib	RAHBGWKEPAQNFF-UHFFFAOYSA-N	BRD-K99616396	FLT1
KIT inhibitor	motesanib	RAHBGWKEPAQNFF-UHFFFAOYSA-N	BRD-K99616396	FLT4
KIT inhibitor	motesanib	RAHBGWKEPAQNFF-UHFFFAOYSA-N	BRD-K99616396	KDR
KIT inhibitor	motesanib	RAHBGWKEPAQNFF-UHFFFAOYSA-N	BRD-K99616396	KIT
KIT inhibitor	OSI-930	FGTCROZDHDSNIO-UHFFFAOYSA-N	BRD-K25340465	KDR
KIT inhibitor	OSI-930	FGTCROZDHDSNIO-UHFFFAOYSA-N	BRD-K25340465	KIT
KIT inhibitor	pazopanib	CUIHSIWYWATEQL-UHFFFAOYSA-N	BRD-K74514084	FLT1
KIT inhibitor	pazopanib	CUIHSIWYWATEQL-UHFFFAOYSA-N	BRD-K74514084	FLT4
KIT inhibitor	pazopanib	CUIHSIWYWATEQL-UHFFFAOYSA-N	BRD-K74514084	KDR
KIT inhibitor	pazopanib	CUIHSIWYWATEQL-UHFFFAOYSA-N	BRD-K74514084	KIT
KIT inhibitor	pazopanib	CUIHSIWYWATEQL-UHFFFAOYSA-N	BRD-K74514084	PDGFRA
KIT inhibitor	pazopanib	CUIHSIWYWATEQL-UHFFFAOYSA-N	BRD-K74514084	PDGFRB
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	FGFR1
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	FGFR2
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	FLT1
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	FLT4
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	FRK
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	ABL1
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	KDR
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	KIT
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	DDR2
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	PDGFRA
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	PDGFRB
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	MAPK11
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	RAF1
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	RET
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	BRAF
KIT inhibitor	regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N	BRD-K16730910	TEK
KIT inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	FGFR1
KIT inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	FLT1
KIT inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	FLT3
KIT inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	FLT4
KIT inhibitor	sorafenib	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRD-K23984367	KDR
